provider_state,drg_definition,drg_definition
OR,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,16
WI,536 - FRACTURES OF HIP & PELVIS W/O MCC,16
WI,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",16
CT,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,16
OR,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,16
OR,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,16
OR,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",16
OR,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,16
OR,473 - CERVICAL SPINAL FUSION W/O CC/MCC,16
OR,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",16
WI,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,16
CT,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,16
CT,536 - FRACTURES OF HIP & PELVIS W/O MCC,16
CT,602 - CELLULITIS W MCC,16
CT,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,16
WV,101 - SEIZURES W/O MCC,16
WA,202 - BRONCHITIS & ASTHMA W CC/MCC,16
SC,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,16
WV,303 - ATHEROSCLEROSIS W/O MCC,16
OK,305 - HYPERTENSION W/O MCC,16
IA,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,16
OK,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,16
KY,252 - OTHER VASCULAR PROCEDURES W MCC,16
LA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,16
AZ,602 - CELLULITIS W MCC,16
NV,948 - SIGNS & SYMPTOMS W/O MCC,16
MS,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,16
KY,602 - CELLULITIS W MCC,16
KY,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",16
MS,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,16
KY,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,16
KY,473 - CERVICAL SPINAL FUSION W/O CC/MCC,16
KY,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,16
KY,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,16
OK,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,16
KY,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,16
KY,149 - DYSEQUILIBRIUM,16
KS,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,16
KS,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,16
CO,101 - SEIZURES W/O MCC,16
KS,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,16
KS,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,16
WI,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,16
CO,812 - RED BLOOD CELL DISORDERS W/O MCC,16
IA,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,16
NE,812 - RED BLOOD CELL DISORDERS W/O MCC,16
SC,253 - OTHER VASCULAR PROCEDURES W CC,16
MS,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,16
VA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,16
AL,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,16
MN,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,16
MO,203 - BRONCHITIS & ASTHMA W/O CC/MCC,16
AL,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,16
NE,312 - SYNCOPE & COLLAPSE,16
MN,536 - FRACTURES OF HIP & PELVIS W/O MCC,16
MN,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",16
AR,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,16
CO,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",15
SC,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,15
MA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,15
MS,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,15
MN,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,15
MS,885 - PSYCHOSES,15
WA,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,15
MS,473 - CERVICAL SPINAL FUSION W/O CC/MCC,15
WI,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,15
KY,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,15
AR,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,15
KY,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,15
MA,885 - PSYCHOSES,15
KY,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,15
MN,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,15
WI,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,15
NE,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,15
WA,303 - ATHEROSCLEROSIS W/O MCC,15
IA,379 - G.I. HEMORRHAGE W/O CC/MCC,15
OK,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,15
OK,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,15
CT,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",15
NV,552 - MEDICAL BACK PROBLEMS W/O MCC,15
LA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,15
WA,811 - RED BLOOD CELL DISORDERS W MCC,15
LA,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,15
NE,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,15
WA,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,15
IA,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",15
OR,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,15
AL,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,15
IA,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,15
UT,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,15
AL,602 - CELLULITIS W MCC,15
LA,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,15
TN,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,15
MN,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,15
AZ,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,15
LA,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,15
UT,378 - G.I. HEMORRHAGE W CC,15
MA,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",15
WA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,15
MS,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,15
KS,812 - RED BLOOD CELL DISORDERS W/O MCC,15
CT,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,15
NE,683 - RENAL FAILURE W CC,15
MS,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,15
KS,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,15
MN,885 - PSYCHOSES,15
IN,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,15
OR,389 - G.I. OBSTRUCTION W CC,15
MS,305 - HYPERTENSION W/O MCC,15
AR,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,15
CO,379 - G.I. HEMORRHAGE W/O CC/MCC,15
NE,948 - SIGNS & SYMPTOMS W/O MCC,15
CT,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,15
CO,638 - DIABETES W CC,15
SD,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,15
NM,378 - G.I. HEMORRHAGE W CC,15
CO,473 - CERVICAL SPINAL FUSION W/O CC/MCC,15
OR,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",15
AR,101 - SEIZURES W/O MCC,15
NE,552 - MEDICAL BACK PROBLEMS W/O MCC,15
SC,203 - BRONCHITIS & ASTHMA W/O CC/MCC,15
KS,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",15
KS,069 - TRANSIENT ISCHEMIA,15
ME,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,15
MS,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,15
AR,202 - BRONCHITIS & ASTHMA W CC/MCC,15
OK,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,15
WV,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,15
NE,313 - CHEST PAIN,15
KS,389 - G.I. OBSTRUCTION W CC,15
OK,390 - G.I. OBSTRUCTION W/O CC/MCC,15
OK,202 - BRONCHITIS & ASTHMA W CC/MCC,15
CO,202 - BRONCHITIS & ASTHMA W CC/MCC,15
LA,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,15
CT,811 - RED BLOOD CELL DISORDERS W MCC,15
KS,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",15
KS,253 - OTHER VASCULAR PROCEDURES W CC,15
MS,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,15
UT,683 - RENAL FAILURE W CC,15
MS,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,15
KS,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,15
KS,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,15
MS,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,15
OK,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,14
OK,473 - CERVICAL SPINAL FUSION W/O CC/MCC,14
LA,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,14
NV,377 - G.I. HEMORRHAGE W MCC,14
WV,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",14
NM,313 - CHEST PAIN,14
CT,149 - DYSEQUILIBRIUM,14
MA,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,14
AR,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,14
OK,811 - RED BLOOD CELL DISORDERS W MCC,14
ME,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,14
IA,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,14
AR,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,14
WV,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",14
ME,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",14
ME,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",14
ME,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",14
ME,312 - SYNCOPE & COLLAPSE,14
MN,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",14
MS,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,14
AR,811 - RED BLOOD CELL DISORDERS W MCC,14
KY,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,14
OK,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,14
KS,390 - G.I. OBSTRUCTION W/O CC/MCC,14
KS,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,14
KS,300 - PERIPHERAL VASCULAR DISORDERS W CC,14
KS,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,14
KS,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,14
CO,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,14
CO,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,14
NY,885 - PSYCHOSES,14
CT,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",14
CT,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,14
CT,473 - CERVICAL SPINAL FUSION W/O CC/MCC,14
CO,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,14
CT,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,14
WA,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,14
IA,684 - RENAL FAILURE W/O CC/MCC,14
WI,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,14
IA,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,14
UT,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,14
CO,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,14
OK,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",14
IA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,14
WV,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,14
AR,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,14
NM,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,14
OK,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,14
AZ,203 - BRONCHITIS & ASTHMA W/O CC/MCC,14
NV,101 - SEIZURES W/O MCC,14
WA,684 - RENAL FAILURE W/O CC/MCC,14
LA,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,14
LA,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",14
IA,300 - PERIPHERAL VASCULAR DISORDERS W CC,14
NE,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,14
AZ,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,14
WV,176 - PULMONARY EMBOLISM W/O MCC,14
AR,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,14
GA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,14
NV,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,14
NV,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",14
MS,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,14
GA,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,14
AZ,684 - RENAL FAILURE W/O CC/MCC,14
AR,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",14
AL,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",14
WA,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,14
MN,252 - OTHER VASCULAR PROCEDURES W MCC,14
UT,291 - HEART FAILURE & SHOCK W MCC,14
OR,069 - TRANSIENT ISCHEMIA,14
MS,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",14
ME,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,14
MN,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,14
ME,552 - MEDICAL BACK PROBLEMS W/O MCC,14
VA,885 - PSYCHOSES,14
CT,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,14
WV,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,14
SC,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,14
WV,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",14
UT,176 - PULMONARY EMBOLISM W/O MCC,14
NE,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,14
MN,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,14
WV,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,14
WI,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,14
MN,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,14
WI,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",14
WI,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,14
HI,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,14
NV,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,13
WI,149 - DYSEQUILIBRIUM,13
NH,682 - RENAL FAILURE W MCC,13
CT,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,13
NV,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,13
NH,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",13
KY,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,13
WI,684 - RENAL FAILURE W/O CC/MCC,13
NE,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,13
WV,202 - BRONCHITIS & ASTHMA W CC/MCC,13
AR,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,13
OR,812 - RED BLOOD CELL DISORDERS W/O MCC,13
NH,293 - HEART FAILURE & SHOCK W/O CC/MCC,13
TN,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,13
NH,292 - HEART FAILURE & SHOCK W CC,13
NE,069 - TRANSIENT ISCHEMIA,13
MA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,13
KY,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,13
NH,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",13
NH,291 - HEART FAILURE & SHOCK W MCC,13
OR,948 - SIGNS & SYMPTOMS W/O MCC,13
NV,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,13
MN,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,13
NH,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,13
WA,305 - HYPERTENSION W/O MCC,13
NM,638 - DIABETES W CC,13
IA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,13
SC,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,13
NH,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,13
SC,602 - CELLULITIS W MCC,13
NH,378 - G.I. HEMORRHAGE W CC,13
NE,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",13
MN,202 - BRONCHITIS & ASTHMA W CC/MCC,13
OR,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,13
IA,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,13
NV,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,13
IA,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,13
MS,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,13
OR,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",13
NH,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,13
NH,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,13
MN,253 - OTHER VASCULAR PROCEDURES W CC,13
IA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,13
NH,683 - RENAL FAILURE W CC,13
NV,638 - DIABETES W CC,13
CT,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,13
NV,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,13
IA,536 - FRACTURES OF HIP & PELVIS W/O MCC,13
ME,948 - SIGNS & SYMPTOMS W/O MCC,13
NH,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,13
NM,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,13
NH,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,13
OK,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,13
NV,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,13
KS,638 - DIABETES W CC,13
UT,603 - CELLULITIS W/O MCC,13
SC,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,13
NH,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,13
KS,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,13
WA,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",13
IA,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",13
WI,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,13
KS,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,13
KS,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,13
WI,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,13
KS,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",13
AR,305 - HYPERTENSION W/O MCC,13
NH,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,13
NE,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,13
NH,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,13
SC,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,13
NV,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,13
AR,252 - OTHER VASCULAR PROCEDURES W MCC,13
NH,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,13
NH,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,13
CT,253 - OTHER VASCULAR PROCEDURES W CC,13
WI,602 - CELLULITIS W MCC,13
CT,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,13
ME,313 - CHEST PAIN,13
KS,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",13
NH,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,13
NH,194 - SIMPLE PNEUMONIA & PLEURISY W CC,13
KS,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,13
NE,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,13
HI,194 - SIMPLE PNEUMONIA & PLEURISY W CC,13
NM,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,13
OR,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,13
NV,300 - PERIPHERAL VASCULAR DISORDERS W CC,13
MA,473 - CERVICAL SPINAL FUSION W/O CC/MCC,13
CO,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,13
MN,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,13
MD,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,13
HI,292 - HEART FAILURE & SHOCK W CC,13
NV,305 - HYPERTENSION W/O MCC,13
AR,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,13
MD,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,13
MN,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",13
SC,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,13
NH,603 - CELLULITIS W/O MCC,13
KS,101 - SEIZURES W/O MCC,13
WA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,13
CO,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,13
NV,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,13
KS,176 - PULMONARY EMBOLISM W/O MCC,13
WV,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,13
CO,300 - PERIPHERAL VASCULAR DISORDERS W CC,13
CO,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",13
IA,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,12
OR,176 - PULMONARY EMBOLISM W/O MCC,12
LA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,12
AZ,303 - ATHEROSCLEROSIS W/O MCC,12
WV,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,12
IA,303 - ATHEROSCLEROSIS W/O MCC,12
NV,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,12
NV,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",12
CO,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12
NV,379 - G.I. HEMORRHAGE W/O CC/MCC,12
OR,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12
NE,389 - G.I. OBSTRUCTION W CC,12
AR,203 - BRONCHITIS & ASTHMA W/O CC/MCC,12
NV,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,12
NH,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12
MN,379 - G.I. HEMORRHAGE W/O CC/MCC,12
NH,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",12
OK,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,12
CT,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,12
OK,252 - OTHER VASCULAR PROCEDURES W MCC,12
IA,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,12
NH,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",12
NH,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,12
MN,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,12
NH,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,12
